Identifier,Gender,Income,CreditScore,LoanAmount,EmploymentStatus,MaritalStatus,OccupancyStatus,NumDependents,SocialMediaUsageHours,ShoppingFrequencyPerMonth,HealthInsuranceStatus,Age,Age group,Income_bin,LoanAmount_bin,SocialMediaUsageHours_bin,ShoppingFrequencyPerMonth_bin
ID_0304,Male,49192.0,798.0,43628.0,Unemployed,Divorced,Owner,0.0,8.0,14.0,No,38.0,Established Adults,"(40000, 50000]","(40000, 50000]","(5, 10]","(10, 15]"
ID_0305,Female,66542.0,532.0,46216.0,Student,Widowed,Renter,0.0,1.0,5.0,No,37.0,Established Adults,"(60000, 70000]","(40000, 50000]","(0, 5]","(0, 5]"
ID_0306,Female,62520.0,526.0,6297.0,Employed,Divorced,Owner,2.0,2.0,28.0,No,34.0,Early Career,"(60000, 70000]","(0, 10000]","(0, 5]","(25, 30]"
ID_0307,Male,84772.0,670.0,27856.0,Employed,Widowed,Renter,2.0,16.4,23.0,No,64.0,Pre-Retirement,"(80000, 90000]","(20000, 30000]","(15, 20]","(20, 25]"
ID_0309,Female,70106.0,448.0,8334.0,Retired,Married,Renter,3.0,15.0,13.0,Yes,68.0,Retirees,"(70000, 80000]","(0, 10000]","(10, 15]","(10, 15]"
ID_0310,Female,45559.0,414.0,24162.0,Retired,Married,Owner,3.0,4.0,15.0,No,47.0,Established Adults,"(40000, 50000]","(20000, 30000]","(0, 5]","(10, 15]"
ID_0311,Male,53742.0,749.0,6008.0,Student,Married,Renter,0.0,9.0,12.0,Yes,42.0,Established Adults,"(50000, 60000]","(0, 10000]","(5, 10]","(10, 15]"
ID_0312,Male,89669.0,362.0,7987.0,Employed,Single,Owner,4.0,14.0,10.0,No,51.0,Pre-Retirement,"(80000, 90000]","(0, 10000]","(10, 15]","(5, 10]"
ID_0313,Female,41754.0,403.0,30966.0,Student,Single,Renter,2.0,13.0,24.0,Yes,31.0,Early Career,"(40000, 50000]","(30000, 40000]","(10, 15]","(20, 25]"
ID_0314,Female,57541.46666666667,572.0,3332.0,Employed,Widowed,Owner,3.0,13.0,2.0,Yes,24.0,Young Adults,"(50000, 60000]","(0, 10000]","(10, 15]","(0, 5]"
ID_0315,Male,90831.0,305.0,787.0,Student,Single,Renter,4.0,22.0,7.0,Yes,51.0,Pre-Retirement,"(90000, 100000]","(0, 10000]","(20, 25]","(5, 10]"
ID_0316,Male,61873.0,446.0,38990.0,Retired,Divorced,Renter,3.0,12.0,27.0,Yes,36.0,Established Adults,"(60000, 70000]","(30000, 40000]","(10, 15]","(25, 30]"
ID_0317,Female,29903.0,483.0,9873.0,Unemployed,Married,Owner,3.0,15.0,2.0,No,40.0,Established Adults,"(20000, 30000]","(0, 10000]","(10, 15]","(0, 5]"
ID_0318,Female,62100.46666666667,327.0,17006.0,Employed,Widowed,Renter,4.0,7.0,1.0,No,30.0,Early Career,"(60000, 70000]","(10000, 20000]","(5, 10]","(0, 5]"
ID_0319,Male,61755.0,849.0,20225.0,Unemployed,Widowed,Renter,3.0,7.0,20.0,No,47.0,Established Adults,"(60000, 70000]","(20000, 30000]","(5, 10]","(15, 20]"
ID_0320,Male,65648.0,418.0,36444.0,Student,Married,Renter,0.0,16.0,13.0,Yes,43.8,Established Adults,"(60000, 70000]","(30000, 40000]","(15, 20]","(10, 15]"
ID_0321,Male,29516.0,592.0,35340.0,Student,Single,Renter,0.0,16.0,19.0,Yes,54.0,Pre-Retirement,"(20000, 30000]","(30000, 40000]","(15, 20]","(15, 20]"
ID_0322,Female,22396.0,670.0,39683.0,Retired,Married,Renter,0.0,2.0,28.0,No,48.0,Established Adults,"(20000, 30000]","(30000, 40000]","(0, 5]","(25, 30]"
ID_0323,Male,39129.0,543.0,5033.0,Unemployed,Single,Owner,1.0,0.0,20.0,Yes,20.0,Young Adults,"(30000, 40000]","(0, 10000]",,"(15, 20]"
ID_0324,Female,21591.0,517.0,7788.0,Retired,Single,Owner,3.0,16.0,21.0,Yes,64.0,Pre-Retirement,"(20000, 30000]","(0, 10000]","(15, 20]","(20, 25]"
ID_0325,Male,31303.0,476.0,15689.0,Retired,Widowed,Owner,1.0,23.0,14.0,Yes,66.0,Retirees,"(30000, 40000]","(10000, 20000]","(20, 25]","(10, 15]"
ID_0326,Female,50561.0,598.0,44220.0,Student,Married,Renter,2.0,15.0,2.0,Yes,45.0,Established Adults,"(50000, 60000]","(40000, 50000]","(10, 15]","(0, 5]"
ID_0327,Male,91719.0,357.0,21598.0,Unemployed,Married,Renter,4.0,16.0,0.0,No,31.0,Early Career,"(90000, 100000]","(20000, 30000]","(15, 20]",
ID_0328,Male,27314.0,568.0,37480.0,Unemployed,Single,Owner,2.0,1.0,14.0,Yes,60.0,Pre-Retirement,"(20000, 30000]","(30000, 40000]","(0, 5]","(10, 15]"
ID_0329,Female,39623.0,607.0,21307.4,Unemployed,Single,Owner,1.0,13.0,19.0,No,24.0,Young Adults,"(30000, 40000]","(20000, 30000]","(10, 15]","(15, 20]"
ID_0330,Female,61793.4,587.0,66.0,Employed,Widowed,Renter,0.0,6.0,21.0,No,60.0,Pre-Retirement,"(60000, 70000]","(0, 10000]","(5, 10]","(20, 25]"
ID_0332,Female,53130.0,527.0,45246.0,Unemployed,Married,Owner,3.0,0.0,17.0,Yes,26.0,Early Career,"(50000, 60000]","(40000, 50000]",,"(15, 20]"
ID_0333,Male,54867.333333333336,546.0,7533.0,Retired,Married,Renter,0.0,16.0,0.0,Yes,61.0,Pre-Retirement,"(50000, 60000]","(0, 10000]","(15, 20]",
ID_0334,Male,46292.0,793.0,15103.0,Student,Widowed,Owner,3.0,9.0,8.0,Yes,63.0,Pre-Retirement,"(40000, 50000]","(10000, 20000]","(5, 10]","(5, 10]"
ID_0335,Male,89274.0,382.0,4616.0,Student,Widowed,Renter,4.0,5.0,2.0,No,20.0,Young Adults,"(80000, 90000]","(0, 10000]","(0, 5]","(0, 5]"
ID_0336,Male,56004.933333333334,485.0,46045.0,Employed,Married,Owner,4.0,6.0,1.0,Yes,39.666666666666664,Established Adults,"(50000, 60000]","(40000, 50000]","(5, 10]","(0, 5]"
ID_0337,Female,73947.0,551.0,38498.0,Employed,Married,Owner,4.0,5.0,3.0,No,59.0,Pre-Retirement,"(70000, 80000]","(30000, 40000]","(0, 5]","(0, 5]"
ID_0338,Male,42534.0,654.0,43492.0,Student,Single,Renter,2.0,4.0,15.0,Yes,37.0,Established Adults,"(40000, 50000]","(40000, 50000]","(0, 5]","(10, 15]"
ID_0339,Male,83620.0,509.0,11772.0,Unemployed,Divorced,Owner,0.0,1.0,21.0,No,37.0,Established Adults,"(80000, 90000]","(10000, 20000]","(0, 5]","(20, 25]"
ID_0340,Female,68874.0,746.0,23849.0,Student,Married,Renter,4.0,17.0,0.0,No,40.0,Established Adults,"(60000, 70000]","(20000, 30000]","(15, 20]",
ID_0342,Male,94553.0,771.0,12940.0,Employed,Single,Renter,4.0,16.0,24.0,No,30.0,Early Career,"(90000, 100000]","(10000, 20000]","(15, 20]","(20, 25]"
ID_0343,Male,88344.0,669.0,16932.0,Employed,Single,Renter,2.0,23.0,7.0,No,64.0,Pre-Retirement,"(80000, 90000]","(10000, 20000]","(20, 25]","(5, 10]"
ID_0344,Female,59874.2,610.7333333333333,29769.0,Student,Widowed,Renter,1.0,22.0,5.0,Yes,54.0,Pre-Retirement,"(50000, 60000]","(20000, 30000]","(20, 25]","(0, 5]"
ID_0345,Female,57402.6,570.2666666666667,24648.0,Unemployed,Widowed,Owner,0.0,6.0,19.0,Yes,67.0,Retirees,"(50000, 60000]","(20000, 30000]","(5, 10]","(15, 20]"
ID_0346,Female,67638.0,666.0,47411.0,Unemployed,Single,Renter,0.0,20.0,17.0,Yes,40.0,Established Adults,"(60000, 70000]","(40000, 50000]","(15, 20]","(15, 20]"
ID_0347,Male,98249.0,483.0,32966.0,Retired,Widowed,Renter,4.0,18.0,15.0,No,43.06666666666667,Established Adults,"(90000, 100000]","(30000, 40000]","(15, 20]","(10, 15]"
ID_0348,Male,22719.0,586.0,27777.0,Employed,Single,Owner,1.0,6.0,7.0,Yes,56.0,Pre-Retirement,"(20000, 30000]","(20000, 30000]","(5, 10]","(5, 10]"
ID_0349,Female,42890.0,771.0,32567.0,Student,Widowed,Renter,1.0,22.0,22.0,No,32.0,Early Career,"(40000, 50000]","(30000, 40000]","(20, 25]","(20, 25]"
ID_0350,Male,97236.0,674.0,49723.0,Retired,Single,Owner,4.0,6.0,27.0,No,57.0,Pre-Retirement,"(90000, 100000]","(40000, 50000]","(5, 10]","(25, 30]"
ID_0351,Male,56509.0,836.0,17174.0,Employed,Married,Renter,4.0,15.0,29.0,Yes,40.0,Established Adults,"(50000, 60000]","(10000, 20000]","(10, 15]","(25, 30]"
ID_0352,Female,62534.0,810.0,42598.0,Student,Married,Owner,3.0,12.8,3.0,No,43.8,Established Adults,"(60000, 70000]","(40000, 50000]","(10, 15]","(0, 5]"
ID_0353,Female,54537.0,549.0,13798.0,Employed,Widowed,Renter,3.0,14.0,2.0,Yes,21.0,Young Adults,"(50000, 60000]","(10000, 20000]","(10, 15]","(0, 5]"
ID_0354,Female,68845.0,809.0,17558.0,Unemployed,Divorced,Renter,4.0,14.0,14.0,No,23.0,Young Adults,"(60000, 70000]","(10000, 20000]","(10, 15]","(10, 15]"
ID_0355,Female,77932.0,372.0,44237.0,Unemployed,Married,Renter,2.0,10.0,5.0,Yes,43.0,Established Adults,"(70000, 80000]","(40000, 50000]","(5, 10]","(0, 5]"
ID_0356,Female,53062.0,581.0,178.0,Student,Single,Renter,3.0,1.0,0.0,No,67.0,Retirees,"(50000, 60000]","(0, 10000]","(0, 5]",
ID_0357,Male,95713.0,659.0,20470.0,Retired,Divorced,Renter,4.0,2.0,17.0,Yes,21.0,Young Adults,"(90000, 100000]","(20000, 30000]","(0, 5]","(15, 20]"
ID_0358,Female,80461.0,309.0,17118.0,Unemployed,Single,Owner,1.0,18.0,22.0,Yes,64.0,Pre-Retirement,"(80000, 90000]","(10000, 20000]","(15, 20]","(20, 25]"
ID_0359,Male,95418.0,510.0,22616.0,Retired,Single,Owner,3.0,19.0,10.0,No,54.0,Pre-Retirement,"(90000, 100000]","(20000, 30000]","(15, 20]","(5, 10]"
ID_0360,Male,86672.0,451.0,798.0,Employed,Married,Renter,2.0,14.0,2.0,No,39.0,Established Adults,"(80000, 90000]","(0, 10000]","(10, 15]","(0, 5]"
ID_0361,Male,54832.0,304.0,7601.0,Employed,Widowed,Owner,0.0,15.0,29.0,No,32.0,Early Career,"(50000, 60000]","(0, 10000]","(10, 15]","(25, 30]"
ID_0362,Female,51966.0,494.0,25363.0,Student,Widowed,Renter,1.0,0.0,12.0,Yes,64.0,Pre-Retirement,"(50000, 60000]","(20000, 30000]",,"(10, 15]"
ID_0363,Female,92545.0,582.0,2795.0,Employed,Single,Renter,2.0,14.0,16.0,Yes,53.0,Pre-Retirement,"(90000, 100000]","(0, 10000]","(10, 15]","(15, 20]"
ID_0364,Male,32987.0,763.0,31926.0,Retired,Married,Renter,2.0,11.0,17.0,No,62.0,Pre-Retirement,"(30000, 40000]","(30000, 40000]","(10, 15]","(15, 20]"
ID_0365,Female,57311.0,412.0,45264.0,Student,Single,Owner,2.0,6.0,25.0,Yes,54.0,Pre-Retirement,"(50000, 60000]","(40000, 50000]","(5, 10]","(20, 25]"
ID_0366,Female,51575.0,570.0,37356.0,Student,Divorced,Owner,1.0,6.0,25.0,Yes,27.0,Early Career,"(50000, 60000]","(30000, 40000]","(5, 10]","(20, 25]"
ID_0367,Female,83852.0,462.0,7297.0,Employed,Single,Owner,2.0,10.0,13.0,No,55.0,Pre-Retirement,"(80000, 90000]","(0, 10000]","(5, 10]","(10, 15]"
ID_0368,Female,21007.0,759.0,3084.0,Unemployed,Married,Renter,0.0,19.0,24.0,Yes,44.0,Established Adults,"(20000, 30000]","(0, 10000]","(15, 20]","(20, 25]"
ID_0369,Male,90981.0,404.0,30329.0,Student,Single,Renter,3.0,10.0,6.0,Yes,64.0,Pre-Retirement,"(90000, 100000]","(30000, 40000]","(5, 10]","(5, 10]"
ID_0371,Female,67517.0,461.0,731.0,Unemployed,Widowed,Owner,2.0,2.0,13.0,No,40.0,Established Adults,"(60000, 70000]","(0, 10000]","(0, 5]","(10, 15]"
ID_0372,Male,49257.0,650.0,1129.0,Retired,Married,Owner,4.0,15.0,25.0,Yes,22.0,Young Adults,"(40000, 50000]","(0, 10000]","(10, 15]","(20, 25]"
ID_0373,Female,62207.0,733.0,28022.0,Student,Divorced,Renter,3.0,4.0,23.0,No,27.0,Early Career,"(60000, 70000]","(20000, 30000]","(0, 5]","(20, 25]"
ID_0375,Male,81246.0,770.0,11970.0,Retired,Married,Renter,4.0,22.0,11.0,Yes,37.46666666666667,Established Adults,"(80000, 90000]","(10000, 20000]","(20, 25]","(10, 15]"
ID_0376,Male,21435.0,431.0,43705.0,Student,Divorced,Owner,4.0,6.0,11.0,Yes,43.0,Established Adults,"(20000, 30000]","(40000, 50000]","(5, 10]","(10, 15]"
ID_0377,Male,46660.0,386.0,44130.0,Employed,Single,Renter,2.0,9.0,7.0,Yes,49.0,Established Adults,"(40000, 50000]","(40000, 50000]","(5, 10]","(5, 10]"
ID_0378,Female,25084.0,482.0,29265.0,Employed,Divorced,Owner,1.0,4.0,15.0,Yes,54.0,Pre-Retirement,"(20000, 30000]","(20000, 30000]","(0, 5]","(10, 15]"
ID_0379,Male,62265.333333333336,667.0,32330.0,Retired,Married,Renter,2.0,14.0,8.0,No,68.0,Retirees,"(60000, 70000]","(30000, 40000]","(10, 15]","(5, 10]"
ID_0380,Female,92595.0,428.0,2933.0,Student,Widowed,Renter,0.0,11.0,1.0,Yes,54.0,Pre-Retirement,"(90000, 100000]","(0, 10000]","(10, 15]","(0, 5]"
ID_0381,Male,65539.0,545.0,15187.0,Unemployed,Married,Owner,4.0,9.0,13.0,Yes,48.0,Established Adults,"(60000, 70000]","(10000, 20000]","(5, 10]","(10, 15]"
ID_0382,Male,27491.0,677.0,25791.0,Student,Widowed,Renter,0.0,21.0,23.0,Yes,46.0,Established Adults,"(20000, 30000]","(20000, 30000]","(20, 25]","(20, 25]"
ID_0383,Female,70192.0,448.0,24900.0,Unemployed,Divorced,Renter,2.0,16.0,23.0,Yes,24.0,Young Adults,"(70000, 80000]","(20000, 30000]","(15, 20]","(20, 25]"
ID_0384,Female,83888.0,732.0,21174.866666666665,Retired,Single,Owner,3.0,19.0,28.0,No,30.0,Early Career,"(80000, 90000]","(20000, 30000]","(15, 20]","(25, 30]"
ID_0385,Female,93609.0,768.0,46805.0,Unemployed,Divorced,Owner,4.0,19.0,15.0,Yes,34.0,Early Career,"(90000, 100000]","(40000, 50000]","(15, 20]","(10, 15]"
ID_0386,Female,29077.0,745.0,26426.0,Retired,Divorced,Owner,3.0,10.0,4.0,Yes,56.0,Pre-Retirement,"(20000, 30000]","(20000, 30000]","(5, 10]","(0, 5]"
ID_0387,Female,40953.0,780.0,39867.0,Student,Widowed,Renter,1.0,7.0,4.0,Yes,25.0,Young Adults,"(40000, 50000]","(30000, 40000]","(5, 10]","(0, 5]"
ID_0388,Female,96919.0,593.0,893.0,Student,Married,Owner,1.7333333333333334,14.0,19.0,Yes,38.0,Established Adults,"(90000, 100000]","(0, 10000]","(10, 15]","(15, 20]"
ID_0389,Female,87889.0,442.0,34158.0,Unemployed,Single,Owner,0.0,1.0,29.0,No,50.0,Established Adults,"(80000, 90000]","(30000, 40000]","(0, 5]","(25, 30]"
ID_0390,Female,43821.0,549.0,19773.0,Student,Single,Renter,3.0,16.0,20.0,No,24.0,Young Adults,"(40000, 50000]","(10000, 20000]","(15, 20]","(15, 20]"
ID_0391,Male,54256.4,601.0,23210.2,Unemployed,Single,Owner,1.7333333333333334,22.0,17.0,Yes,42.266666666666666,Established Adults,"(50000, 60000]","(20000, 30000]","(20, 25]","(15, 20]"
ID_0393,Female,41195.0,369.0,3432.0,Employed,Married,Renter,1.0,20.0,4.0,Yes,44.0,Established Adults,"(40000, 50000]","(0, 10000]","(15, 20]","(0, 5]"
ID_0394,Male,97475.0,411.0,35139.0,Unemployed,Single,Owner,0.0,12.0,10.0,Yes,62.0,Pre-Retirement,"(90000, 100000]","(30000, 40000]","(10, 15]","(5, 10]"
ID_0395,Female,41427.0,663.0,1515.0,Retired,Widowed,Renter,4.0,7.0,12.0,Yes,30.0,Early Career,"(40000, 50000]","(0, 10000]","(5, 10]","(10, 15]"
ID_0396,Male,47083.0,602.0,31670.0,Employed,Widowed,Owner,1.0,13.6,2.0,No,34.0,Early Career,"(40000, 50000]","(30000, 40000]","(10, 15]","(0, 5]"
ID_0397,Male,77372.0,770.0,48674.0,Retired,Single,Owner,2.0,14.0,16.0,No,62.0,Pre-Retirement,"(70000, 80000]","(40000, 50000]","(10, 15]","(15, 20]"
ID_0398,Female,64064.0,390.0,39094.0,Student,Single,Renter,4.0,12.0,24.0,Yes,20.0,Young Adults,"(60000, 70000]","(30000, 40000]","(10, 15]","(20, 25]"
ID_0399,Male,27813.0,829.0,14605.0,Employed,Married,Owner,4.0,17.0,17.0,Yes,67.0,Retirees,"(20000, 30000]","(10000, 20000]","(15, 20]","(15, 20]"
ID_0400,Female,51598.0,491.0,5586.0,Student,Married,Renter,4.0,17.0,13.0,Yes,36.0,Established Adults,"(50000, 60000]","(0, 10000]","(15, 20]","(10, 15]"
ID_0401,Male,47082.0,541.0,35685.0,Unemployed,Single,Owner,4.0,16.0,11.0,No,50.0,Established Adults,"(40000, 50000]","(30000, 40000]","(15, 20]","(10, 15]"
ID_0402,Male,49241.0,437.0,48669.0,Retired,Married,Owner,2.0,21.0,15.2,Yes,24.0,Young Adults,"(40000, 50000]","(40000, 50000]","(20, 25]","(15, 20]"
ID_0403,Male,64569.0,644.0,31186.0,Student,Divorced,Renter,0.0,12.0,25.0,Yes,29.0,Early Career,"(60000, 70000]","(30000, 40000]","(10, 15]","(20, 25]"
ID_0404,Female,31745.0,479.0,26928.0,Retired,Single,Renter,2.0,2.0,17.0,No,31.0,Early Career,"(30000, 40000]","(20000, 30000]","(0, 5]","(15, 20]"
ID_0405,Female,46029.0,802.0,32728.0,Retired,Married,Owner,2.0,20.0,29.0,No,25.0,Young Adults,"(40000, 50000]","(30000, 40000]","(15, 20]","(25, 30]"
ID_0406,Male,33025.0,502.0,17551.0,Student,Widowed,Owner,1.0,23.0,19.0,Yes,32.0,Early Career,"(30000, 40000]","(10000, 20000]","(20, 25]","(15, 20]"
ID_0407,Male,34288.0,491.0,21493.0,Unemployed,Single,Owner,3.0,6.0,1.0,Yes,40.0,Established Adults,"(30000, 40000]","(20000, 30000]","(5, 10]","(0, 5]"
ID_0408,Female,26540.0,304.0,20711.0,Retired,Single,Renter,3.0,11.0,6.0,Yes,33.0,Early Career,"(20000, 30000]","(20000, 30000]","(10, 15]","(5, 10]"
ID_0409,Female,88878.0,597.2666666666667,20039.0,Student,Widowed,Renter,1.0,3.0,9.866666666666667,Yes,55.0,Pre-Retirement,"(80000, 90000]","(20000, 30000]","(0, 5]","(5, 10]"
ID_0410,Male,61846.0,610.0,36561.0,Unemployed,Widowed,Owner,2.0,23.0,27.0,No,28.0,Early Career,"(60000, 70000]","(30000, 40000]","(20, 25]","(25, 30]"
ID_0411,Male,47407.53333333333,848.0,9947.0,Student,Married,Owner,1.0,10.0,9.0,No,65.0,Pre-Retirement,"(40000, 50000]","(0, 10000]","(5, 10]","(5, 10]"
ID_0412,Female,37482.0,355.0,32335.0,Unemployed,Widowed,Owner,4.0,13.0,14.0,Yes,47.0,Established Adults,"(30000, 40000]","(30000, 40000]","(10, 15]","(10, 15]"
ID_0413,Female,43411.0,742.0,15859.0,Retired,Divorced,Renter,1.0,17.0,16.0,No,33.0,Early Career,"(40000, 50000]","(10000, 20000]","(15, 20]","(15, 20]"
ID_0414,Female,70975.0,536.0,23122.0,Employed,Single,Owner,1.0,6.0,12.8,Yes,27.0,Early Career,"(70000, 80000]","(20000, 30000]","(5, 10]","(10, 15]"
ID_0415,Female,80545.0,496.0,1577.0,Student,Divorced,Renter,4.0,4.0,1.0,No,42.13333333333333,Established Adults,"(80000, 90000]","(0, 10000]","(0, 5]","(0, 5]"
ID_0416,Female,98797.0,813.0,42256.0,Retired,Married,Owner,3.0,15.0,26.0,Yes,23.0,Young Adults,"(90000, 100000]","(40000, 50000]","(10, 15]","(25, 30]"
ID_0417,Female,72307.0,748.0,28350.0,Student,Widowed,Owner,4.0,10.0,16.266666666666666,Yes,62.0,Pre-Retirement,"(70000, 80000]","(20000, 30000]","(5, 10]","(15, 20]"
ID_0418,Female,23093.0,659.0,41932.0,Student,Married,Renter,0.0,21.0,17.0,No,46.2,Established Adults,"(20000, 30000]","(40000, 50000]","(20, 25]","(15, 20]"
ID_0419,Male,63134.0,329.0,33798.0,Retired,Widowed,Renter,1.0,2.0,24.0,No,45.0,Established Adults,"(60000, 70000]","(30000, 40000]","(0, 5]","(20, 25]"
ID_0420,Female,42042.0,407.0,31898.0,Student,Widowed,Owner,1.0,15.0,15.933333333333334,No,48.0,Established Adults,"(40000, 50000]","(30000, 40000]","(10, 15]","(15, 20]"
ID_0421,Male,72930.0,744.0,15881.0,Unemployed,Married,Owner,3.0,10.0,8.0,No,19.0,Young Adults,"(70000, 80000]","(10000, 20000]","(5, 10]","(5, 10]"
ID_0422,Female,64413.0,605.5333333333333,10785.0,Retired,Married,Owner,2.0,9.0,26.0,No,42.0,Established Adults,"(60000, 70000]","(10000, 20000]","(5, 10]","(25, 30]"
ID_0423,Female,53756.0,599.6,6691.0,Student,Married,Owner,4.0,22.0,27.0,Yes,27.0,Early Career,"(50000, 60000]","(0, 10000]","(20, 25]","(25, 30]"
ID_0424,Male,73268.0,794.0,17297.0,Retired,Married,Owner,2.0,22.0,16.0,Yes,65.0,Pre-Retirement,"(70000, 80000]","(10000, 20000]","(20, 25]","(15, 20]"
ID_0425,Male,59214.0,546.0,23005.466666666667,Employed,Married,Owner,0.0,1.0,16.0,No,33.0,Early Career,"(50000, 60000]","(20000, 30000]","(0, 5]","(15, 20]"
ID_0426,Female,47089.2,842.0,19581.0,Retired,Divorced,Owner,4.0,15.0,16.0,Yes,49.0,Established Adults,"(40000, 50000]","(10000, 20000]","(10, 15]","(15, 20]"
ID_0427,Female,73331.0,738.0,1462.0,Student,Divorced,Renter,0.0,16.0,29.0,Yes,19.0,Young Adults,"(70000, 80000]","(0, 10000]","(15, 20]","(25, 30]"
ID_0428,Female,68901.0,577.0,15511.0,Employed,Single,Owner,0.0,9.0,15.0,Yes,38.0,Established Adults,"(60000, 70000]","(10000, 20000]","(5, 10]","(10, 15]"
ID_0429,Female,83416.0,410.0,10570.0,Unemployed,Widowed,Owner,0.0,17.0,19.0,Yes,38.0,Established Adults,"(80000, 90000]","(10000, 20000]","(15, 20]","(15, 20]"
ID_0430,Female,52196.0,684.0,48665.0,Employed,Single,Owner,4.0,11.0,24.0,No,20.0,Young Adults,"(50000, 60000]","(40000, 50000]","(10, 15]","(20, 25]"
ID_0431,Male,25626.0,490.0,44414.0,Student,Divorced,Owner,4.0,7.0,7.0,Yes,44.13333333333333,Established Adults,"(20000, 30000]","(40000, 50000]","(5, 10]","(5, 10]"
ID_0432,Male,27424.0,789.0,15474.0,Student,Divorced,Owner,3.0,2.0,22.0,Yes,34.0,Early Career,"(20000, 30000]","(10000, 20000]","(0, 5]","(20, 25]"
ID_0433,Female,32857.0,725.0,7037.0,Retired,Single,Owner,1.0,19.0,14.0,Yes,69.0,Retirees,"(30000, 40000]","(0, 10000]","(15, 20]","(10, 15]"
ID_0434,Male,39982.0,704.0,28129.0,Unemployed,Married,Renter,2.0,23.0,0.0,Yes,26.0,Early Career,"(30000, 40000]","(20000, 30000]","(20, 25]",
ID_0435,Female,96961.0,634.0,42267.0,Retired,Widowed,Owner,2.0,2.0,18.0,No,57.0,Pre-Retirement,"(90000, 100000]","(40000, 50000]","(0, 5]","(15, 20]"
ID_0436,Male,21980.0,508.0,13386.0,Student,Married,Renter,0.0,5.0,24.0,Yes,62.0,Pre-Retirement,"(20000, 30000]","(10000, 20000]","(0, 5]","(20, 25]"
ID_0437,Female,68290.0,321.0,6221.0,Unemployed,Divorced,Owner,4.0,1.0,14.0,Yes,66.0,Retirees,"(60000, 70000]","(0, 10000]","(0, 5]","(10, 15]"
ID_0438,Male,46431.0,507.0,23474.0,Unemployed,Married,Renter,4.0,2.0,8.0,Yes,47.13333333333333,Established Adults,"(40000, 50000]","(20000, 30000]","(0, 5]","(5, 10]"
ID_0439,Female,46385.0,307.0,40537.0,Retired,Widowed,Renter,0.0,16.0,4.0,No,32.0,Early Career,"(40000, 50000]","(40000, 50000]","(15, 20]","(0, 5]"
ID_0440,Female,58158.0,828.0,49839.0,Employed,Divorced,Renter,1.0,8.0,15.0,No,32.0,Early Career,"(50000, 60000]","(40000, 50000]","(5, 10]","(10, 15]"
ID_0441,Female,43019.0,465.0,47124.0,Unemployed,Widowed,Owner,2.0,3.0,27.0,Yes,24.0,Young Adults,"(40000, 50000]","(40000, 50000]","(0, 5]","(25, 30]"
ID_0442,Male,38639.0,795.0,21045.0,Student,Married,Owner,3.0,21.0,12.0,Yes,38.0,Established Adults,"(30000, 40000]","(20000, 30000]","(20, 25]","(10, 15]"
ID_0443,Female,41563.0,728.0,25783.0,Unemployed,Divorced,Owner,1.0,22.0,15.0,No,51.0,Pre-Retirement,"(40000, 50000]","(20000, 30000]","(20, 25]","(10, 15]"
ID_0444,Female,59341.0,462.0,40157.0,Student,Married,Owner,4.0,1.0,21.0,Yes,27.0,Early Career,"(50000, 60000]","(40000, 50000]","(0, 5]","(20, 25]"
ID_0445,Male,25776.0,619.8666666666667,4922.0,Retired,Single,Owner,0.0,23.0,10.0,No,33.0,Early Career,"(20000, 30000]","(0, 10000]","(20, 25]","(5, 10]"
ID_0447,Female,88916.0,538.0,22706.0,Retired,Widowed,Renter,0.0,13.0,5.0,Yes,58.0,Pre-Retirement,"(80000, 90000]","(20000, 30000]","(10, 15]","(0, 5]"
ID_0448,Female,28711.0,550.7333333333333,42771.0,Unemployed,Married,Renter,4.0,10.0,25.0,No,26.0,Early Career,"(20000, 30000]","(40000, 50000]","(5, 10]","(20, 25]"
ID_0449,Female,94318.0,744.0,32479.0,Retired,Married,Renter,0.0,1.0,19.0,Yes,41.46666666666667,Established Adults,"(90000, 100000]","(30000, 40000]","(0, 5]","(15, 20]"
ID_0450,Female,61899.2,808.0,29203.333333333332,Unemployed,Widowed,Owner,2.0,20.0,16.0,Yes,51.0,Pre-Retirement,"(60000, 70000]","(20000, 30000]","(15, 20]","(15, 20]"
ID_0451,Female,59110.0,568.0,30022.0,Unemployed,Widowed,Owner,0.0,1.0,4.0,Yes,57.0,Pre-Retirement,"(50000, 60000]","(30000, 40000]","(0, 5]","(0, 5]"
ID_0452,Female,81788.0,714.0,15240.0,Unemployed,Widowed,Renter,2.0,4.0,28.0,No,42.0,Established Adults,"(80000, 90000]","(10000, 20000]","(0, 5]","(25, 30]"
ID_0453,Female,58827.0,544.0,26220.0,Unemployed,Single,Owner,0.0,6.0,16.0,No,57.0,Pre-Retirement,"(50000, 60000]","(20000, 30000]","(5, 10]","(15, 20]"
ID_0454,Male,25655.0,359.0,36736.0,Employed,Widowed,Owner,0.0,21.0,0.0,Yes,20.0,Young Adults,"(20000, 30000]","(30000, 40000]","(20, 25]",
ID_0455,Female,64859.0,305.0,2716.0,Student,Single,Owner,2.0,3.0,26.0,Yes,66.0,Retirees,"(60000, 70000]","(0, 10000]","(0, 5]","(25, 30]"
ID_0456,Female,73625.0,706.0,16574.0,Unemployed,Widowed,Renter,0.0,13.0,4.0,Yes,20.0,Young Adults,"(70000, 80000]","(10000, 20000]","(10, 15]","(0, 5]"
